Series,Movie,Critic Review
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,Sophisticated!
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,One of the great space operas of all time!
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"The Empire Strikes Back has always been the best written and best shot of the three Star Wars films, and with the enhancements, it looks like it will have a good chance at holding the title."
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"Here was a blockbuster which had the audacity to mess with the most successful film formula anyone had yet discovered, a feature film which ended the way feature films just weren't supposed to end: with a cliff-hanger worthy of the old radio serials."
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,The sequel that rose above the high standards set by its glorious predecessor.
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"The storytelling is the series' best, with a zingy balance of drama, humor, and Deep Thoughts."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"""Return of the Jedi,"" the final act of George Lucas' first ""Star Wars"" trilogy, is the best one yet."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"It's not a total disappointment, but compared to its two predecessors, it's definitely a minor film. "
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,It's largely captivating at gigantic SFX and VFX spectacle; it's good at family movie and it's trivial at adult movie.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"'Jedi' takes a little longer to get going, but once it does, the Star Wars finale ends on a satisfying and rewarding note for fans who watch it for the first of 50th time."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,...a capper to a solid trilogy that's nevertheless not quite the flawless work its reputation would seem to indicate.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,There are all sorts of hints in the latest escapade (notionally directed by Richard Marquand) that we are meant to be taking it seriously.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"It's everything it ought to be -- glorious, exhilarating, exciting, absorbing, technically wondrous. But there also is something bittersweet in the knowledge that, with Jedi, we are bidding a fond farewell to all of the characters we got to know so well."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The characters and dialogue get lost somewhere between the bug-eyed monsters and the exploding spaceships, but it is all so much fun it probably really does not matter a whole lot."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The film has special effects so incredible that it will become the standard by which future efforts are measured, and it leaves the audience cheering and happy."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"With this last of the central Star Wars cycle, there is the sense of the closing of a circle, of leaving behind real friends. It is accomplished with a weight and a new maturity that seem entirely fitting, yet the movie has lost none of its sense of fun."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Lucas has once again recycled the B movies of his youth: jungle movies, gangster movies, pirate movies, you name it. He culls bits from them that still have oomph and mounts them with a Sesame-Street zap."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Highly entertaining.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Though the 1983 film's effects seem almost quaint by today's awesome standards, Jedi has something the newer movies don't: characters we care about, not to mention a plot that involves both them and us."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Unfortunately, it conveys the sense that the machinery has already started to wear down, and the inventiveness to wear thin."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The trilogy is superior entertainment that, have assimilated its sources, has itself become the real thing, making movie history."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"...when Luke and Darth Vader face off before the drooling Emperor, the franchise comes to its rightful fruition."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The appeal, perhaps, will be strongest to the young."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"For all its faults and goofy plot holes, ""Return of the Jedi"" is a solid finisher."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The Force was always with it, and time, though not entirely kind, still affirms that most important truth."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Though slow to pick up the pace and saddled with an anticlimatic sequence at the finish, Jedi is nonetheless reasonably fast paced for its 133-minute length, a visual treat throughout."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"With every Jedi disappointment comes a new appreciation: for the genius of John Williams' music; for all that father-son stuff that once felt so mushy and now, with maturity, feels elemental; for Han's ironic-hero stance."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"This installment is deemed by some fans to be the best of the first Star Wars trilogy in technical accomplishment and narrative involvment, but other critics disagree."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Ewok-filled finale less Force-ful than previous.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"It is not as exciting as Star Wars itself, which had the advantage of novelty. But it is better and more satisfying than The Empire Strikes Back..."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Return is such a dud that no amount of [Special Edition] reworking could have saved it.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The finale to the saga's first chapter wobbles from time to time and the mythology grows a little woolly, but that spectacular conclusion is hard to resist."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,The space battles are well-staged and various loose narrative threads are pulled together neatly.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"With its feints at horror and pathos, the third Star Wars film is the most Disney-esque in its emotional outline, yet that outline is buried beneath an obnoxiously hyped-up pace that reduces the emotions to rubble."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The third Star Wars film, and the sixth in the series, begins with a bang as our heroes try to wrap up the threads left hanging at the end of The Empire Strikes Back."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"In scope and ambition, Jediresembles nothing so much as the next level of a computer game, with a new environment, new gadgets and new creatures."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The problems with Jedi cannot be fixed even with the best digital software in the galaxy: the weak story, the bad performances, the burp jokes, and Luke's bizarre-looking hair mop."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,First-class entertainment.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Along with some equally captivating special effects and a heavy dose of action, Return of the Jedi is still a solid combination of everything you love about the first two movies."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Among the cinema's most iconic villains — the Wicked Witch of the West; Hannibal Lecter; Nosferatu… — Vader's story arc stands strikingly alone in its climax.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Like Star Wars and The Empire Strikes Back, this film is a lot of fun -- colorful, energetic to the point of being manic, good-humored and full of marvelous invention."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,...Lucas's first serious decline into juvenilia for the Star Wars saga.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Scores with its imaginative sweep, colorful characters, and ambitious mythology"
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,The beginning of George's tilt towards the dark side.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The weakest of the original trilogy, but far easier to watch than Episode I or II"
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Falls short of the high standards set by the opening chapters.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Even a lesser Star Wars movie has a lot to offer visually.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Though it looks almost too polished, a handful of eye-smacking action scenes were breakthroughs in precomputer cinematic graphics. And when the film moves, it does so with blazing energy and awesome noise."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,The episodic plot and abundant spectacle do not drown out the human interest.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"the least of the three, but it is still a magnificent experience in its own right"
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The old Star Wars gang are back doing what they've done before, but this time with a certain evident boredom."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,A film-making which still out-classes most of the attempts at chase scenes you'll see in contemporary films!
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,The acting in Return of the Jedi is stronger than in the previous films.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"At the end of it all, after the three movies, we've taken an epic fantasy journey. Lucas has in common with all great storytellers the ability to create a complete world."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,A mediocre Star Wars is better than no Star Wars at all.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Return of the Jedi wraps up the Star Wars trilogy with a bang by delivering everything audiences expect and more.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Jedi couldn't end the Star Wars trilogy on a happier note.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The force isn't entirely with the re-release of this computer- altered, warm-and-fuzzy Star Wars sequel."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Sequels are usually a case of diminishing returns, but this third installment of the Star Wars saga is still essential viewing."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Despite George Lucas's 'improvements,' Jedi is still a better ride than last year's Event Movies Twister or Independence Day."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,The script descends into soap-opera melodrama.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The film is a huge, rousing finale that resolves all plot twists, settles all accounts, reunites old friends and sweeps to a climax that all but blows the theater apart."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Before this portion of the Star Wars saga is history, let us take time to praise the principal performers."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Chewbacca doesn't have enough dialogue.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,The most disappointing of the original three episodes but still charming and thrilling.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Return of the Jedi is pure, swashbuckling adventure in the Errol Flynn Hollywood tradition."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,[Hamill] gives what is immediately recognizable as the most irritating lead performance in a blockbuster film in recent memory.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Slower, longer and less powerful than Episodes IV and V, Return of the Jedi closes this extraordinary trilogy more with a whimper than a bang,"
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Delightfully imaginative!
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The magic is still there, the effects crisp and spectacular."
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Has twice as many visual effects than the original first film.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,A terrific wrapup to a terrific series.
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"People ask me what they should go see in the theaters right now, and I always point them to the Star Wars trilogy."
